TSIC,LFS11,ISIC,oneDigit,bigGroup,Note
,,5260,G,G,"delete TSIC=33133, LFS11=3313"
,,5260,G,G,"delete TSIC=80200, LFS11=8020"
95120,9512,5260,G,G,
95210,9521,5260,G,G,
95220,9522,5260,G,G,
95230,9523,5260,G,G,
95240,9524,5260,G,G,
95291,9529,5260,G,G,
95292,9529,5260,G,G,
95293,9529,5260,G,G,
95294,9529,5260,G,G,
95295,9529,5260,G,G,
95299,9529,5260,G,G,
55101,5510,5510,H,H,
55102,5510,5510,H,H,
55103,5510,5510,H,H,
55109,5510,5510,H,H,
55200,5520,5510,H,H,
55901,5590,5510,H,H,
55909,5590,5510,H,H,
56101,5610,5520,H,H,
56102,5610,5520,H,H,
56103,5610,5520,H,H,
56210,5621,5520,H,H,
56291,5629,5520,H,H,
56292,5629,5520,H,H,
56299,5629,5520,H,H,
56301,5630,5520,H,H,
56302,5630,5520,H,H,
56303,5630,5520,H,H,
56304,5630,5520,H,H,
49110,4911,6010,I,I,
49120,4912,6010,I,I,
52211,5221,6010,I,I,
49201,4920,6021,I,I,
49202,4920,6021,I,I,
49203,4920,6021,I,I,
49204,4920,6021,I,I,
49209,4920,6021,I,I,
49310,4931,6021,I,I,
49321,4932,6022,I,I,
49322,4932,6022,I,I,
49329,4932,6022,I,I,
49331,4933,6023,I,I,
49332,4933,6023,I,I,
49333,4933,6023,I,I,
49334,4933,6023,I,I,
49339,4933,6023,I,I,
49400,4940,6030,I,I,
50111,5011,6110,I,I,
50112,5011,6110,I,I,
50119,5011,6110,I,I,
50121,5012,6110,I,I,
50122,5012,6110,I,I,
50211,5021,6120,I,I,
50212,5021,6120,I,I,
50219,5021,6120,I,I,
50221,5022,6120,I,I,
50222,5022,6120,I,I,
51101,5110,6210,I,I,
51201,5120,6210,I,I,
51102,5110,6220,I,I,
51202,5120,6220,I,I,
52241,5224,6301,I,I,
52242,5224,6301,I,I,
52101,5210,6302,I,I,
52102,5210,6302,I,I,
52109,5210,6302,I,I,
,,6303,I,I,"delete TSIC=33159, LFS11=3315"
52211,5221,6303,I,I,
52212,5221,6303,I,I,
52213,5221,6303,I,I,
52219,5221,6303,I,I,
52221,5222,6303,I,I,
52229,5222,6303,I,I,
52231,5223,6303,I,I,
52239,5223,6303,I,I,
79110,7911,6304,I,I,
79120,7912,6304,I,I,
79901,,6304,I,I,delete LFS11=7990
,,6304,I,I,"delete TSIC=79909, LFS11=7990"
52291,5229,6309,I,I,
52292,5229,6309,I,I,
52293,5229,6309,I,I,
52299,5229,6309,I,I,
,,6309,I,I,"delete TSIC=74909, LFS11=7490"
53100,5310,6411,I,I,
82199,8219,6411,I,I,
53200,5320,6412,I,I,
61101,6110,6420,I,I,
61102,6110,6420,I,I,
,,6420,I,I,"delete TSIC=61109, LFS11=6110"
61201,6120,6420,I,I,
61202,6120,6420,I,I,
61209,6120,6420,I,I,
61301,6130,6420,I,I,
61302,6130,6420,I,I,
61900,6190,6420,I,I,
64110,6411,6511,J,J,
64191,6419,6519,J,J,
64192,6419,6519,J,J,
64193,6419,6519,J,J,
64194,6419,6519,J,J,
64195,6419,6519,J,J,
64911,6491,6591,J,J,
64912,6491,6591,J,J,
64913,6491,6591,J,J,
64921,6492,6592,J,J,
64922,6492,6592,J,J,
64923,6492,6592,J,J,
64924,6492,6592,J,J,
64929,6492,6592,J,J,
64991,6499,6592,J,J,
64201,6420,6599,J,J,
64202,6420,6599,J,J,
64301,6430,6599,J,J,
64302,6430,6599,J,J,
64309,6430,6599,J,J,
64991,6499,6599,J,J,
64992,6499,6599,J,J,
64999,6499,6599,J,J,
66199,6619,6599,J,J,
77400,7740,6599,J,J,
,,6599,J,J,"delete TSIC=94991, LFS11=9499"
,,6599,J,J,"delete TSIC=94992, LFS11=9499"
,,6599,J,J,"delete TSIC=94993, LFS11=9499"
,,6599,J,J,"delete TSIC=94994, LFS11=9499"
94999,,6599,J,J,delete LFS11=9499
65110,6511,6601,J,J,
65200,6520,6601,J,J,
65300,6530,6602,J,J,
66302,6630,6602,J,J,
65110,6511,6603,J,J,
65120,6512,6603,J,J,
65200,6520,6603,J,J,
66111,6611,6711,J,J,
66112,6611,6711,J,J,
66113,6611,6711,J,J,
66121,6612,6712,J,J,
66122,6612,6712,J,J,
66301,6630,6712,J,J,
64195,6419,6719,J,J,
66123,6612,6719,J,J,
66191,6619,6719,J,J,
66192,6619,6719,J,J,
66193,6619,6719,J,J,
66199,6619,6719,J,J,
66210,6621,6720,J,J,
66221,6622,6720,J,J,
66222,6622,6720,J,J,
66290,6629,6720,J,J,
42909,4290,7010,K,F,
68101,6810,7010,K,F,
68102,6810,7010,K,F,
68103,6810,7010,K,F,
68104,6810,7010,K,F,
68201,6820,7020,K,F,
68202,6820,7020,K,F,
81100,8110,7020,K,F,
77101,7710,7111,K,F,
77109,7710,7111,K,F,
77301,7730,7111,K,F,
77302,7730,7112,K,F,
77303,7730,7113,K,F,
77304,7730,7121,K,F,
77305,7730,7122,K,F,
77306,7730,7123,K,F,
77309,7730,7129,K,F,
77210,7721,7130,K,F,
77220,7722,7130,K,F,
77291,7729,7130,K,F,
77299,7729,7130,K,F,
77309,7730,7130,K,F,
62021,6202,7210,K,F,
58201,5820,7220,K,F,
58202,5820,7220,K,F,
58203,5820,7220,K,F,
62011,6201,7220,K,F,
62012,6201,7220,K,F,
62022,6202,7220,K,F,
62023,6202,7230,K,F,
63111,6311,7230,K,F,
63112,6311,7230,K,F,
58113,,7240,K,F,delete LFS11=5811
58122,,7240,K,F,delete LFS11=5812
58133,,7240,K,F,delete LFS11=5813
58192,,7240,K,F,delete LFS11=5819
58201,5820,7240,K,F,
58202,5820,7240,K,F,
,,7240,K,F,"delete TSIC=59202, LFS11=5920"
60102,,7240,K,F,delete LFS11=6010
60203,,7240,K,F,delete LFS11=6020
63120,6312,7240,K,F,
,,7250,K,F,"delete TSIC=33121, LFS11=3312"
95110,9511,7250,K,F,
62090,6209,7290,K,F,
72101,7210,7310,K,F,
72102,7210,7310,K,F,
72109,7210,7310,K,F,
72200,7220,7310,K,F,
72200,7220,7320,K,F,
69100,6910,7411,K,F,
69200,6920,7412,K,F,
73200,7320,7413,K,F,
70100,7010,7414,K,F,
70201,7020,7414,K,F,
70202,7020,7414,K,F,
70209,7020,7414,K,F,
74909,7490,7414,K,F,
85500,8550,7414,K,F,
,,7421,K,F,"delete TSIC=09100, LFS11=0910"
,,7421,K,F,"delete TSIC=09900, LFS11=0990"
71101,7110,7421,K,F,
71102,7110,7421,K,F,
71103,7110,7421,K,F,
74109,7410,7421,K,F,
74902,7490,7421,K,F,
74909,7490,7421,K,F,
71201,7120,7422,K,F,
71202,7120,7422,K,F,
71209,7120,7422,K,F,
73101,7310,7430,K,F,
73102,7310,7430,K,F,
78109,,7491,K,F,delete LFS11=7810
78200,7820,7491,K,F,
78300,7830,7491,K,F,
74909,7490,7492,K,F,
80100,8010,7492,K,F,
80200,8020,7492,K,F,
80300,8030,7492,K,F,
81210,8121,7493,K,F,
81291,8129,7493,K,F,
81292,8129,7493,K,F,
81293,8129,7493,K,F,
,,7493,K,F,"delete TSIC=81299, LFS11=8129"
,,7494,K,F,"delete TSIC=74200, LFS11=7420"
,,7494,K,F,"delete TSIC=96303, LFS11=9630"
82920,8292,7495,K,F,
63990,6399,7499,K,F,
73101,7310,7499,K,F,
74101,7410,7499,K,F,
74109,7410,7499,K,F,
,,7499,K,F,"delete TSIC=74200, LFS11=7420"
74901,7490,7499,K,F,
74909,7490,7499,K,F,
82110,8211,7499,K,F,
82191,,7499,K,F,delete LFS11=8219
,,7499,K,F,"delete TSIC=82199, LFS11=8219"
82200,8220,7499,K,F,
82301,8230,7499,K,F,
82302,8230,7499,K,F,
82911,8291,7499,K,F,
82912,8291,7499,K,F,
82990,8299,7499,K,F,
85500,8550,7499,K,F,
84111,8411,7511,L,L,
84121,8412,7512,L,L,
84122,8412,7512,L,L,
84123,8412,7512,L,L,
84124,8412,7512,L,L,
,,7513,L,L,"delete TSIC=79909, LFS11=7990"
84131,8413,7513,L,L,
84132,8413,7513,L,L,
84133,8413,7513,L,L,
84134,8413,7513,L,L,
84135,8413,7513,L,L,
84136,8413,7513,L,L,
84137,8413,7513,L,L,
,,7514,L,L,"delete TSIC=68103, LFS11=6810"
,,7514,L,L,"delete TSIC=68104, LFS11=6810"
,,7514,L,L,"delete TSIC=68201, LFS11=6820"
,,7514,L,L,"delete TSIC=68202, LFS11=6820"
84114,8411,7514,L,L,
,,7514,L,L,"delete TSIC=91012, LFS11=9101"
84210,8421,7521,L,L,
,,7521,L,L,"delete TSIC=88909, LFS11=8890"
84220,8422,7522,L,L,
84231,8423,7523,L,L,
84232,8423,7523,L,L,
84233,8423,7523,L,L,
84300,8430,7530,L,L,
85101,8510,8010,M,M,
85102,8510,8010,M,M,
85103,8510,8010,M,M,
85601,8560,8010,M,M,
85602,8560,8010,M,M,
85211,8521,8021,M,M,
85212,8521,8021,M,M,
85213,8521,8021,M,M,
85220,8522,8022,M,M,
85301,8530,8030,M,M,
85302,8530,8030,M,M,
85303,8530,8030,M,M,
85103,8510,8090,M,M,
85213,8521,8090,M,M,
85220,8522,8090,M,M,
85422,8542,8090,M,M,
85423,8542,8090,M,M,
85429,8542,8090,M,M,
85491,8549,8090,M,M,
85492,8549,8090,M,M,
85493,8549,8090,M,M,
85494,8549,8090,M,M,
85495,8549,8090,M,M,
85496,8549,8090,M,M,
85497,8549,8090,M,M,
85499,8549,8090,M,M,
86101,8610,8511,N,N,
86102,8610,8511,N,N,
86201,8620,8512,N,N,
86202,8620,8512,N,N,
86203,8620,8512,N,N,
86901,8690,8519,N,N,
86902,8690,8519,N,N,
86903,8690,8519,N,N,
86909,8690,8519,N,N,
87100,8710,8519,N,N,
87201,8720,8519,N,N,
87202,8720,8519,N,N,
87203,8720,8519,N,N,
87301,8730,8519,N,N,
75000,7500,8520,N,N,
87201,8720,8531,N,N,
87202,8720,8531,N,N,
87203,8720,8531,N,N,
87301,8730,8531,N,N,
87302,8730,8531,N,N,
87303,8730,8531,N,N,
87901,8790,8531,N,N,
87902,8790,8531,N,N,
87909,8790,8531,N,N,
,,8532,N,N,"delete TSIC=56101, LFS11=5610"
,,8532,N,N,"delete TSIC=85500, LFS11=8550"
88101,8810,8532,N,N,
88102,8810,8532,N,N,
88901,8890,8532,N,N,
88909,8890,8532,N,N,
37000,3700,9000,O,O,
38110,3811,9000,O,O,
38120,3812,9000,O,O,
38211,3821,9000,O,O,
38212,3821,9000,O,O,
38213,3821,9000,O,O,
38219,3821,9000,O,O,
38222,3822,9000,O,O,
39000,3900,9000,O,O,
81299,,9000,O,O,delete LFS11=8129
81300,8130,9000,O,O,
94110,9411,9111,O,O,
94120,9412,9112,O,O,
94200,9420,9120,O,O,
94910,9491,9191,O,O,
94920,9492,9192,O,O,
94991,9499,9199,O,O,
94992,9499,9199,O,O,
94993,9499,9199,O,O,
94994,9499,9199,O,O,
,,9199,O,O,"delete TSIC=94999, LFS11=9499"
59111,5911,9211,O,O,
59121,5912,9211,O,O,
59122,5912,9211,O,O,
59129,5912,9211,O,O,
59131,5913,9211,O,O,
59132,5913,9211,O,O,
59140,5914,9212,O,O,
59112,5911,9213,O,O,
60101,6010,9213,O,O,
60201,6020,9213,O,O,
60202,6020,9213,O,O,
79909,7990,9214,O,O,
90001,9000,9214,O,O,
90002,9000,9214,O,O,
79909,7990,9219,O,O,
85421,,9219,O,O,delete LFS11=8542
90002,9000,9219,O,O,
93210,9321,9219,O,O,
93292,9329,9219,O,O,
93299,9329,9219,O,O,
63911,6391,9220,O,O,
63912,6391,9220,O,O,
74200,7420,9220,O,O,
90001,9000,9220,O,O,
59129,5912,9231,O,O,
91011,9101,9231,O,O,
91012,9101,9231,O,O,
91021,9102,9232,O,O,
91022,9102,9232,O,O,
91031,9103,9233,O,O,
91032,9103,9233,O,O,
,,9241,O,O,"delete TSIC=49329, LFS11=4932"
79909,7990,9241,O,O,
85410,8541,9241,O,O,
,,9241,O,O,"delete TSIC=85499, LFS11=8549"
93111,9311,9241,O,O,
93112,9311,9241,O,O,
93120,9312,9241,O,O,
93191,9319,9241,O,O,
93192,9319,9241,O,O,
93199,9319,9241,O,O,
59201,,9249,O,O,delete LFS11=5920
78101,7810,9249,O,O,
92001,9200,9249,O,O,
92009,9200,9249,O,O,
93199,9319,9249,O,O,
93291,9329,9249,O,O,
93292,9329,9249,O,O,
93293,9329,9249,O,O,
93299,9329,9249,O,O,
96201,9620,9301,O,O,
96202,9620,9301,O,O,
96203,9620,9301,O,O,
96103,9610,9302,O,O,
96104,9610,9302,O,O,
96301,9630,9303,O,O,
96102,9610,9306,O,O,
61109,,9309,O,O,delete LFS11=6110
85410,8541,9309,O,O,
96101,9610,9309,O,O,
96109,9610,9309,O,O,
96303,9630,9309,O,O,
96304,9630,9309,O,O,
96305,9630,9309,O,O,
96309,9630,9309,O,O,
97000,9700,9500,P,P,
99001,9900,9900,Q,L,
99009,9900,9900,Q,L,
98100,9810,,,P,
98200,9820,,,P,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,

